name,hp,attack,defense,sp_attack,sp_defense,speed,types,all_moves,image_url,game_source,is_mega,national_dex_hint,pokeapi_id
Forretress,75,90,140,60,60,40,"['bug', 'steel']","['Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Hyper Beam', 'Counter', 'Strength', 'Solar Beam', 'String Shot', 'Thunder Wave', 'Earthquake', 'Dig', 'Toxic', 'Mimic', 'Double Team', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Self Destruct', 'Swift', 'Explosion', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Curse', 'Reversal', 'Protect', 'Spikes', 'Zap Cannon', 'Sandstorm', 'Giga Drain', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Rapid Spin', 'Sweet Scent', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Helping Hand', 'Secret Power', 'Rock Tomb', 'Metal Sound', 'Signal Beam', 'Sand Tomb', 'Iron Defense', 'Block', 'Rock Blast', 'Gravity', 'Gyro Ball', 'Natural Gift', 'Payback', 'Toxic Spikes', 'Magnet Rise', 'Rock Polish', 'Poison Jab', 'Seed Bomb', 'Bug Buzz', 'Earth Power', 'Giga Impact', 'Mirror Shot', 'Flash Cannon', 'Iron Head', 'Stone Edge', 'Captivate', 'Stealth Rock', 'Bug Bite', 'Venoshock', 'Autotomize', 'Telekinesis', 'Heavy Slam', 'Round', 'Ally Switch', 'Volt Switch', 'Struggle Bug', 'Bulldoze', 'Drill Run', 'Confide', 'Laser Focus', 'Lunge', 'Smart Strike', 'Body Press', 'Steel Beam', 'Tera Blast', 'Ice Spinner', 'Pounce', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,Champions,False,,205
Steelix,75,85,200,55,65,30,"['steel', 'ground']","['Cut', 'Bind', 'Slam', 'Headbutt', 'Tackle', 'Body Slam', 'Double Edge', 'Roar', 'Hyper Beam', 'Strength', 'Rock Throw', 'Earthquake', 'Dig', 'Toxic', 'Rage', 'Mimic', 'Screech', 'Double Team', 'Harden', 'Defense Curl', 'Self Destruct', 'Explosion', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Curse', 'Protect', 'Scary Face', 'Mud Slap', 'Sandstorm', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dragon Breath', 'Iron Tail', 'Hidden Power', 'Twister', 'Sunny Day', 'Crunch', 'Psych Up', 'Ancient Power', 'Rock Smash', 'Torment', 'Facade', 'Nature Power', 'Taunt', 'Secret Power', 'Mud Sport', 'Rock Tomb', 'Sand Tomb', 'Iron Defense', 'Block', 'Dragon Dance', 'Rock Blast', 'Gyro Ball', 'Natural Gift', 'Payback', 'Magnet Rise', 'Rock Polish', 'Dark Pulse', 'Aqua Tail', 'Dragon Pulse', 'Earth Power', 'Giga Impact', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Flash Cannon', 'Rock Climb', 'Iron Head', 'Stone Edge', 'Captivate', 'Stealth Rock', 'Autotomize', 'Smack Down', 'Heavy Slam', 'Round', 'Bulldoze', 'Dragon Tail', 'Drill Run', 'Confide', 'High Horsepower', 'Brutal Swing', 'Psychic Fangs', 'Stomping Tantrum', 'Body Press', 'Breaking Swipe', 'Steel Beam', 'Steel Roller', 'Meteor Beam', 'Scorching Sands']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,"Champions,Legends Z-A",False,,208
Mega Steelix,75,125,230,55,95,30,"['steel', 'ground']","['Cut', 'Bind', 'Slam', 'Headbutt', 'Tackle', 'Body Slam', 'Double Edge', 'Roar', 'Hyper Beam', 'Strength', 'Rock Throw', 'Earthquake', 'Dig', 'Toxic', 'Rage', 'Mimic', 'Screech', 'Double Team', 'Harden', 'Defense Curl', 'Self Destruct', 'Explosion', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Curse', 'Protect', 'Scary Face', 'Mud Slap', 'Sandstorm', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dragon Breath', 'Iron Tail', 'Hidden Power', 'Twister', 'Sunny Day', 'Crunch', 'Psych Up', 'Ancient Power', 'Rock Smash', 'Torment', 'Facade', 'Nature Power', 'Taunt', 'Secret Power', 'Mud Sport', 'Rock Tomb', 'Sand Tomb', 'Iron Defense', 'Block', 'Dragon Dance', 'Rock Blast', 'Gyro Ball', 'Natural Gift', 'Payback', 'Magnet Rise', 'Rock Polish', 'Dark Pulse', 'Aqua Tail', 'Dragon Pulse', 'Earth Power', 'Giga Impact', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Flash Cannon', 'Rock Climb', 'Iron Head', 'Stone Edge', 'Captivate', 'Stealth Rock', 'Autotomize', 'Smack Down', 'Heavy Slam', 'Round', 'Bulldoze', 'Dragon Tail', 'Drill Run', 'Confide', 'High Horsepower', 'Brutal Swing', 'Psychic Fangs', 'Stomping Tantrum', 'Body Press', 'Breaking Swipe', 'Steel Beam', 'Steel Roller', 'Meteor Beam', 'Scorching Sands']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10072.png,Champions,True,,10072
Scizor,70,130,100,55,80,65,"['bug', 'steel']","['Razor Wind', 'Swords Dance', 'Cut', 'Wing Attack', 'Headbutt', 'Take Down', 'Double Edge', 'Leer', 'Hyper Beam', 'Counter', 'Strength', 'Toxic', 'Agility', 'Quick Attack', 'Mimic', 'Double Team', 'Light Screen', 'Focus Energy', 'Swift', 'Rest', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Scary Face', 'Detect', 'Sandstorm', 'Endure', 'False Swipe', 'Swagger', 'Fury Cutter', 'Steel Wing', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Baton Pass', 'Pursuit', 'Metal Claw', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Helping Hand', 'Superpower', 'Brick Break', 'Knock Off', 'Secret Power', 'Air Cutter', 'Silver Wind', 'Sand Tomb', 'Aerial Ace', 'Iron Defense', 'Roost', 'Natural Gift', 'Feint', 'Tailwind', 'U Turn', 'Close Combat', 'Assurance', 'Fling', 'Night Slash', 'Air Slash', 'X Scissor', 'Bug Buzz', 'Vacuum Wave', 'Giga Impact', 'Bullet Punch', 'Psycho Cut', 'Flash Cannon', 'Defog', 'Cross Poison', 'Iron Head', 'Captivate', 'Bug Bite', 'Double Hit', 'Ominous Wind', 'Venoshock', 'Round', 'Acrobatics', 'Struggle Bug', 'Confide', 'Laser Focus', 'Lunge', 'Brutal Swing', 'Steel Beam', 'Skitter Smack', 'Dual Wingbeat', 'Tera Blast', 'Pounce', 'Trailblaze', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,"Champions,Legends Z-A",False,,212
Mega Scizor,70,150,140,65,100,75,"['bug', 'steel']","['Razor Wind', 'Swords Dance', 'Cut', 'Wing Attack', 'Headbutt', 'Take Down', 'Double Edge', 'Leer', 'Hyper Beam', 'Counter', 'Strength', 'Toxic', 'Agility', 'Quick Attack', 'Mimic', 'Double Team', 'Light Screen', 'Focus Energy', 'Swift', 'Rest', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Scary Face', 'Detect', 'Sandstorm', 'Endure', 'False Swipe', 'Swagger', 'Fury Cutter', 'Steel Wing', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Baton Pass', 'Pursuit', 'Metal Claw', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Helping Hand', 'Superpower', 'Brick Break', 'Knock Off', 'Secret Power', 'Air Cutter', 'Silver Wind', 'Sand Tomb', 'Aerial Ace', 'Iron Defense', 'Roost', 'Natural Gift', 'Feint', 'Tailwind', 'U Turn', 'Close Combat', 'Assurance', 'Fling', 'Night Slash', 'Air Slash', 'X Scissor', 'Bug Buzz', 'Vacuum Wave', 'Giga Impact', 'Bullet Punch', 'Psycho Cut', 'Flash Cannon', 'Defog', 'Cross Poison', 'Iron Head', 'Captivate', 'Bug Bite', 'Double Hit', 'Ominous Wind', 'Venoshock', 'Round', 'Acrobatics', 'Struggle Bug', 'Confide', 'Laser Focus', 'Lunge', 'Brutal Swing', 'Steel Beam', 'Skitter Smack', 'Dual Wingbeat', 'Tera Blast', 'Pounce', 'Trailblaze', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10046.png,Champions,True,,10046
Heracross,80,125,75,40,95,85,"['bug', 'fighting']","['Swords Dance', 'Cut', 'Headbutt', 'Horn Attack', 'Fury Attack', 'Tackle', 'Body Slam', 'Take Down', 'Thrash', 'Double Edge', 'Pin Missile', 'Leer', 'Hyper Beam', 'Low Kick', 'Counter', 'Seismic Toss', 'Strength', 'Earthquake', 'Dig', 'Toxic', 'Mimic', 'Double Team', 'Harden', 'Bide', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Flail', 'Reversal', 'Protect', 'Spikes', 'Detect', 'Endure', 'False Swipe', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Megahorn', 'Pursuit', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Focus Punch', 'Helping Hand', 'Revenge', 'Brick Break', 'Knock Off', 'Endeavor', 'Secret Power', 'Arm Thrust', 'Rock Tomb', 'Bullet Seed', 'Aerial Ace', 'Iron Defense', 'Bulk Up', 'Rock Blast', 'Natural Gift', 'Feint', 'Close Combat', 'Assurance', 'Fling', 'Night Slash', 'Bug Buzz', 'Vacuum Wave', 'Focus Blast', 'Giga Impact', 'Shadow Claw', 'Stone Edge', 'Captivate', 'Bug Bite', 'Venoshock', 'Smack Down', 'Round', 'Chip Away', 'Retaliate', 'Struggle Bug', 'Bulldoze', 'Work Up', 'Confide', 'High Horsepower', 'Throat Chop', 'Lunge', 'Smart Strike', 'Brutal Swing', 'Skitter Smack', 'Coaching', 'Tera Blast', 'Pounce', 'Trailblaze', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,"Champions,Legends Z-A",False,,214
Mega Heracross,80,185,115,40,105,75,"['bug', 'fighting']","['Swords Dance', 'Cut', 'Headbutt', 'Horn Attack', 'Fury Attack', 'Tackle', 'Body Slam', 'Take Down', 'Thrash', 'Double Edge', 'Pin Missile', 'Leer', 'Hyper Beam', 'Low Kick', 'Counter', 'Seismic Toss', 'Strength', 'Earthquake', 'Dig', 'Toxic', 'Mimic', 'Double Team', 'Harden', 'Bide', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Flail', 'Reversal', 'Protect', 'Spikes', 'Detect', 'Endure', 'False Swipe', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Megahorn', 'Pursuit', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Focus Punch', 'Helping Hand', 'Revenge', 'Brick Break', 'Knock Off', 'Endeavor', 'Secret Power', 'Arm Thrust', 'Rock Tomb', 'Bullet Seed', 'Aerial Ace', 'Iron Defense', 'Bulk Up', 'Rock Blast', 'Natural Gift', 'Feint', 'Close Combat', 'Assurance', 'Fling', 'Night Slash', 'Bug Buzz', 'Vacuum Wave', 'Focus Blast', 'Giga Impact', 'Shadow Claw', 'Stone Edge', 'Captivate', 'Bug Bite', 'Venoshock', 'Smack Down', 'Round', 'Chip Away', 'Retaliate', 'Struggle Bug', 'Bulldoze', 'Work Up', 'Confide', 'High Horsepower', 'Throat Chop', 'Lunge', 'Smart Strike', 'Brutal Swing', 'Skitter Smack', 'Coaching', 'Tera Blast', 'Pounce', 'Trailblaze', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10047.png,Champions,True,,10047
Skarmory,65,80,140,40,70,70,"['steel', 'flying']","['Swords Dance', 'Cut', 'Wing Attack', 'Whirlwind', 'Fly', 'Sand Attack', 'Fury Attack', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Hyper Beam', 'Peck', 'Drill Peck', 'Counter', 'Toxic', 'Agility', 'Mimic', 'Double Team', 'Swift', 'Sky Attack', 'Flash', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Mud Slap', 'Spikes', 'Icy Wind', 'Detect', 'Sandstorm', 'Endure', 'Swagger', 'Fury Cutter', 'Steel Wing', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Metal Claw', 'Hidden Power', 'Twister', 'Sunny Day', 'Rock Smash', 'Torment', 'Facade', 'Taunt', 'Secret Power', 'Air Cutter', 'Rock Tomb', 'Metal Sound', 'Sand Tomb', 'Aerial Ace', 'Iron Defense', 'Roost', 'Natural Gift', 'Feint', 'Pluck', 'Tailwind', 'Payback', 'Assurance', 'Guard Swap', 'Dark Pulse', 'Night Slash', 'Air Slash', 'X Scissor', 'Brave Bird', 'Giga Impact', 'Flash Cannon', 'Defog', 'Iron Head', 'Captivate', 'Stealth Rock', 'Ominous Wind', 'Autotomize', 'Round', 'Sky Drop', 'Drill Run', 'Hurricane', 'Confide', 'Body Press', 'Steel Beam', 'Dual Wingbeat', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,"Champions,Legends Z-A",False,,227
Mega Skarmory,65,140,110,40,100,110,"['steel', 'flying']","['Swords Dance', 'Cut', 'Wing Attack', 'Whirlwind', 'Fly', 'Sand Attack', 'Fury Attack', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Hyper Beam', 'Peck', 'Drill Peck', 'Counter', 'Toxic', 'Agility', 'Mimic', 'Double Team', 'Swift', 'Sky Attack', 'Flash', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Protect', 'Mud Slap', 'Spikes', 'Icy Wind', 'Detect', 'Sandstorm', 'Endure', 'Swagger', 'Fury Cutter', 'Steel Wing', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Metal Claw', 'Hidden Power', 'Twister', 'Sunny Day', 'Rock Smash', 'Torment', 'Facade', 'Taunt', 'Secret Power', 'Air Cutter', 'Rock Tomb', 'Metal Sound', 'Sand Tomb', 'Aerial Ace', 'Iron Defense', 'Roost', 'Natural Gift', 'Feint', 'Pluck', 'Tailwind', 'Payback', 'Assurance', 'Guard Swap', 'Dark Pulse', 'Night Slash', 'Air Slash', 'X Scissor', 'Brave Bird', 'Giga Impact', 'Flash Cannon', 'Defog', 'Iron Head', 'Captivate', 'Stealth Rock', 'Ominous Wind', 'Autotomize', 'Round', 'Sky Drop', 'Drill Run', 'Hurricane', 'Confide', 'Body Press', 'Steel Beam', 'Dual Wingbeat', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10284.png,Champions,True,,10284
Houndoom,75,90,50,110,80,95,"['dark', 'fire']","['Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Bite', 'Roar', 'Ember', 'Flamethrower', 'Hyper Beam', 'Counter', 'Strength', 'Solar Beam', 'Fire Spin', 'Toxic', 'Mimic', 'Double Team', 'Smog', 'Fire Blast', 'Swift', 'Dream Eater', 'Rest', 'Super Fang', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Reversal', 'Spite', 'Protect', 'Scary Face', 'Feint Attack', 'Sludge Bomb', 'Mud Slap', 'Detect', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Shadow Ball', 'Rock Smash', 'Beat Up', 'Uproar', 'Heat Wave', 'Torment', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Role Play', 'Endeavor', 'Snatch', 'Secret Power', 'Hyper Voice', 'Overheat', 'Odor Sleuth', 'Howl', 'Mud Shot', 'Natural Gift', 'Payback', 'Embargo', 'Sucker Punch', 'Flare Blitz', 'Dark Pulse', 'Giga Impact', 'Nasty Plot', 'Thunder Fang', 'Fire Fang', 'Captivate', 'Flame Charge', 'Foul Play', 'Round', 'Incinerate', 'Retaliate', 'Inferno', 'Snarl', 'Confide', 'Laser Focus', 'Throat Chop', 'Psychic Fangs', 'Burning Jealousy', 'Lash Out', 'Tera Blast', 'Trailblaze', 'Comeuppance', 'Temper Flare']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,"Champions,Legends Z-A",False,,229
Mega Houndoom,75,90,90,140,90,115,"['dark', 'fire']","['Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Bite', 'Roar', 'Ember', 'Flamethrower', 'Hyper Beam', 'Counter', 'Strength', 'Solar Beam', 'Fire Spin', 'Toxic', 'Mimic', 'Double Team', 'Smog', 'Fire Blast', 'Swift', 'Dream Eater', 'Rest', 'Super Fang', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Reversal', 'Spite', 'Protect', 'Scary Face', 'Feint Attack', 'Sludge Bomb', 'Mud Slap', 'Detect', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Shadow Ball', 'Rock Smash', 'Beat Up', 'Uproar', 'Heat Wave', 'Torment', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Role Play', 'Endeavor', 'Snatch', 'Secret Power', 'Hyper Voice', 'Overheat', 'Odor Sleuth', 'Howl', 'Mud Shot', 'Natural Gift', 'Payback', 'Embargo', 'Sucker Punch', 'Flare Blitz', 'Dark Pulse', 'Giga Impact', 'Nasty Plot', 'Thunder Fang', 'Fire Fang', 'Captivate', 'Flame Charge', 'Foul Play', 'Round', 'Incinerate', 'Retaliate', 'Inferno', 'Snarl', 'Confide', 'Laser Focus', 'Throat Chop', 'Psychic Fangs', 'Burning Jealousy', 'Lash Out', 'Tera Blast', 'Trailblaze', 'Comeuppance', 'Temper Flare']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10048.png,Champions,True,,10048
Tyranitar,100,134,110,95,100,61,"['rock', 'dark']","['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Cut', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Thrash', 'Double Edge', 'Leer', 'Bite', 'Roar', 'Flamethrower', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Low Kick', 'Counter', 'Seismic Toss', 'Strength', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Rock Throw', 'Earthquake', 'Dig', 'Toxic', 'Mimic', 'Screech', 'Double Team', 'Focus Energy', 'Fire Blast', 'Rest', 'Rock Slide', 'Substitute', 'Nightmare', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Mud Slap', 'Icy Wind', 'Detect', 'Outrage', 'Sandstorm', 'Endure', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dynamic Punch', 'Dragon Breath', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Ancient Power', 'Rock Smash', 'Whirlpool', 'Uproar', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Helping Hand', 'Superpower', 'Revenge', 'Brick Break', 'Knock Off', 'Secret Power', 'Rock Tomb', 'Sand Tomb', 'Muddy Water', 'Aerial Ace', 'Iron Defense', 'Block', 'Dragon Claw', 'Mud Shot', 'Dragon Dance', 'Rock Blast', 'Shock Wave', 'Water Pulse', 'Natural Gift', 'Payback', 'Assurance', 'Fling', 'Rock Polish', 'Dark Pulse', 'Aqua Tail', 'Dragon Pulse', 'Power Gem', 'Focus Blast', 'Earth Power', 'Giga Impact', 'Avalanche', 'Shadow Claw', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Rock Climb', 'Iron Head', 'Stone Edge', 'Captivate', 'Stealth Rock', 'Hone Claws', 'Smack Down', 'Heavy Slam', 'Foul Play', 'Round', 'Chip Away', 'Incinerate', 'Retaliate', 'Bulldoze', 'Dragon Tail', 'Snarl', 'Confide', 'Power Up Punch', 'High Horsepower', 'Brutal Swing', 'Stomping Tantrum', 'Body Press', 'Breaking Swipe', 'Lash Out', 'Tera Blast', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,"Champions,Legends Z-A",False,,248
Mega Tyranitar,100,164,150,95,120,71,"['rock', 'dark']","['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Cut', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Thrash', 'Double Edge', 'Leer', 'Bite', 'Roar', 'Flamethrower', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Low Kick', 'Counter', 'Seismic Toss', 'Strength', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Rock Throw', 'Earthquake', 'Dig', 'Toxic', 'Mimic', 'Screech', 'Double Team', 'Focus Energy', 'Fire Blast', 'Rest', 'Rock Slide', 'Substitute', 'Nightmare', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Mud Slap', 'Icy Wind', 'Detect', 'Outrage', 'Sandstorm', 'Endure', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Dynamic Punch', 'Dragon Breath', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Ancient Power', 'Rock Smash', 'Whirlpool', 'Uproar', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Helping Hand', 'Superpower', 'Revenge', 'Brick Break', 'Knock Off', 'Secret Power', 'Rock Tomb', 'Sand Tomb', 'Muddy Water', 'Aerial Ace', 'Iron Defense', 'Block', 'Dragon Claw', 'Mud Shot', 'Dragon Dance', 'Rock Blast', 'Shock Wave', 'Water Pulse', 'Natural Gift', 'Payback', 'Assurance', 'Fling', 'Rock Polish', 'Dark Pulse', 'Aqua Tail', 'Dragon Pulse', 'Power Gem', 'Focus Blast', 'Earth Power', 'Giga Impact', 'Avalanche', 'Shadow Claw', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Rock Climb', 'Iron Head', 'Stone Edge', 'Captivate', 'Stealth Rock', 'Hone Claws', 'Smack Down', 'Heavy Slam', 'Foul Play', 'Round', 'Chip Away', 'Incinerate', 'Retaliate', 'Bulldoze', 'Dragon Tail', 'Snarl', 'Confide', 'Power Up Punch', 'High Horsepower', 'Brutal Swing', 'Stomping Tantrum', 'Body Press', 'Breaking Swipe', 'Lash Out', 'Tera Blast', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10049.png,Champions,True,,10049
Pelipper,60,50,100,95,70,65,"['water', 'flying']","['Wing Attack', 'Fly', 'Body Slam', 'Take Down', 'Double Edge', 'Growl', 'Supersonic', 'Mist', 'Water Gun', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Toxic', 'Agility', 'Quick Attack', 'Mimic', 'Double Team', 'Waterfall', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Thief', 'Snore', 'Protect', 'Mud Slap', 'Icy Wind', 'Endure', 'Swagger', 'Steel Wing', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Hidden Power', 'Twister', 'Rain Dance', 'Whirlpool', 'Uproar', 'Stockpile', 'Spit Up', 'Swallow', 'Hail', 'Facade', 'Helping Hand', 'Knock Off', 'Secret Power', 'Feather Dance', 'Weather Ball', 'Air Cutter', 'Muddy Water', 'Aerial Ace', 'Water Sport', 'Shock Wave', 'Water Pulse', 'Roost', 'Brine', 'Natural Gift', 'Pluck', 'Tailwind', 'U Turn', 'Payback', 'Fling', 'Seed Bomb', 'Air Slash', 'Brave Bird', 'Giga Impact', 'Defog', 'Gunk Shot', 'Captivate', 'Ominous Wind', 'Wide Guard', 'Soak', 'Round', 'Echoed Voice', 'Scald', 'Sky Drop', 'Acrobatics', 'Hurricane', 'Confide', 'Liquidation', 'Dual Wingbeat', 'Tera Blast', 'Snowscape', 'Chilling Water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,Champions,False,,279
Gardevoir,68,65,65,125,115,80,"['psychic', 'fairy']","['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Double Edge', 'Growl', 'Psybeam', 'Hyper Beam', 'Thunderbolt', 'Thunder Wave', 'Toxic', 'Confusion', 'Psychic', 'Hypnosis', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Recover', 'Confuse Ray', 'Defense Curl', 'Light Screen', 'Reflect', 'Metronome', 'Swift', 'Dream Eater', 'Flash', 'Rest', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Protect', 'Mud Slap', 'Icy Wind', 'Endure', 'Charm', 'Swagger', 'Attract', 'Sleep Talk', 'Heal Bell', 'Return', 'Frustration', 'Safeguard', 'Pain Split', 'Encore', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Torment', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Trick', 'Wish', 'Magic Coat', 'Recycle', 'Knock Off', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Hyper Voice', 'Signal Beam', 'Magical Leaf', 'Calm Mind', 'Shock Wave', 'Gravity', 'Healing Wish', 'Natural Gift', 'Fling', 'Power Swap', 'Guard Swap', 'Aura Sphere', 'Vacuum Wave', 'Focus Blast', 'Energy Ball', 'Giga Impact', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Round', 'Echoed Voice', 'Stored Power', 'Ally Switch', 'Heal Pulse', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Moonblast', 'Confide', 'Mystical Fire', 'Dazzling Gleam', 'Laser Focus', 'Psychic Terrain', 'Life Dew', 'Expanding Force', 'Misty Explosion', 'Triple Axel', 'Tera Blast', 'Alluring Voice', 'Psychic Noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,"Champions,Legends Z-A",False,,282
